JourneyID,JourneyName,VersionID,VersionNumber,ActivityID,ActivityName,ActivityType,JourneyActivityObjectID,JobID,SubscriberKey,EventDate,TriggererSendDefinitionObjectID
3782930D-7BB8-41B8-8550-407B143000EE,Test,312DD0AC-9E09-47C2-8393-62A0725EC1C2,4,698F4753-E339-4733-BB21-39BB40A77E63,Test,EMAILV2,70EBB4A0-53AF-F011-A5E3-F40343DFEAC8,328743,E5CHR3YG,Feb  3 2026 12:00AM,70EBB4A0-53AF-F011-A5E3-F40343DFEAC8
