TransactionTime,ContactKey,Status,DefinitionId,DefinitionName,ActivityId,ActivityName,ActivityType
2026-02-25T06:00:27.500Z,2XgJqGDB,Complete,f203b02f-3a67-499f-b39f-57b81c169888,Test,8ef641e7-7171-4895-b200-25d3147a7b98,Start Activity,StartInteractionActivity
